Opinions,Original Drivers,Assigned Cluster Number,Percentage of Confidence in Assigned Cluster Number,Assigned Driver,Count for max cluster,Model
"gtx with dct which most people are after does miss out on quite a few features like:-
 sunroof, bose system, ventilated seats etc",Ventilated Seats,8,0.9999999996041631,Wireless Charging,19,sttm_42
"The equipment list and technology offered is mind-boggling for this segment (360 camera, sunroof, wireless charging etc etc) - it would make some german luxury cars look like bare bones vehicles!!",Wireless Charging,8,0.9999999999998086,Wireless Charging,19,sttm_42
Wireless charger - don't need it,Wireless Charging,8,0.9921442734020056,Wireless Charging,19,sttm_42
"Superbly packaged, classy and extremely comfortable - including such bits as the ventilated seats (front only) & high quality of finish.",Ventilated Seats,8,0.9999961921619184,Wireless Charging,19,sttm_42
This is how price inflation is happening unnecessarily in every sector and things are getting costlier..!,Cost,8,0.9999175080769775,Wireless Charging,19,sttm_42
non availability of ventilated seats,Ventilated Seats,8,0.9752851464558382,Wireless Charging,19,sttm_42
I love the style and design of this car but there is no wireless charging in this vehicle.,Wireless Charging,8,0.9992319070053735,Wireless Charging,19,sttm_42
"Overall, the seats are comfortable, the cabin, spacious and refined and the feature list (very) long, with a spattering of clever touches.",Comfort,8,0.999962471642894,Wireless Charging,19,sttm_42
"But some features are missing just like a sunroof, ventilated seat etc",Ventilated Seats,8,0.9999934141519399,Wireless Charging,19,sttm_42
"It has got a sunroof, which is awkwardly placed between the front and rear seats inaccessible to either row.",Sunroof,8,0.9995253287751436,Wireless Charging,19,sttm_42
Yah available hai wireless charging,Wireless Charging,8,0.9952452586810273,Wireless Charging,19,sttm_42
"fascinating features like iconic ""tiger nose"" grills at the front, wireless charging technology etc.",Wireless Charging,8,0.9999999953604011,Wireless Charging,19,sttm_42
"I'm not at all interested in sun roof, ventilated seats etc.",Ventilated Seats,8,0.9999773934044092,Wireless Charging,19,sttm_42
It doesn't even have disc brakes in rear.,Safety Features,8,0.969006731392012,Wireless Charging,19,sttm_42
And its wireless charging feature is very amazing,Wireless Charging,8,0.9278727276491563,Wireless Charging,19,sttm_42
"Even though they nailed the design, to be honest, I was a little bit disappointed after I hear about no led headlights, rear drum brakes, no panoramic sunroof, no option for power seats and an electric tailgate for such an expensive price tag.",Cost,8,0.9999999999935495,Wireless Charging,19,sttm_42
One missing feature is sunroof.,Sunroof,8,0.9375631567322186,Wireless Charging,19,sttm_42
A panoramic sunroof with all-wheel disc brakes will certainly motivate me buying this beast.,Sunroof,8,0.9999612715747712,Wireless Charging,19,sttm_42
And best features like sunroof ventilated seats wireless charging side camera led tail lamp led fog lamp and i specially like air purifiers best car.,Wireless Charging,8,0.9999999999943061,Wireless Charging,19,sttm_42
But the price should contain a few features like a sunroof.,Sunroof,8,0.988721385626246,Wireless Charging,19,sttm_42
"Kids loved the features, especially the canton music system, and the expansive sun/moon roof.",Infotainment System,8,0.9999981993480755,Wireless Charging,19,sttm_42
"Also, conventional headlamps are provided with this variant and there's no sunroof on offer.",Sunroof,8,0.9886294369876036,Wireless Charging,19,sttm_42
the thing that is loved is a big panorama sunroof,Sunroof,8,0.9944691199770228,Wireless Charging,19,sttm_42
"Looks nice, especially in the night.",Looks,8,0.511336228831848,Wireless Charging,19,sttm_42
Reverse camera resolution & clarity is good enough even at night.,Safety Features,8,0.9963243182221856,Wireless Charging,19,sttm_42
sunroof and wireless phone charging is also a unique smart feature,Sunroof,8,0.999781054032805,Wireless Charging,19,sttm_42
"Ventilated seats, especially on the htx+ were a bit too soft for my liking.",Ventilated Seats,8,0.9997749616699833,Wireless Charging,19,sttm_42
Led sound mood lights flicker a lot and are very distracting.,Mood Lights,8,0.9995819062096645,Wireless Charging,19,sttm_42
So it's a little bit costly.,Cost,8,0.2733235679787096,Wireless Charging,19,sttm_42
"Wireless charging pad) a boon, i am glad that i don't have it, mainly because:
 1) i don't have wireless charging in my phone.",Wireless Charging,8,0.9999999493693829,Wireless Charging,19,sttm_42
"A couple of months before they launched the latest trims with panoramic sunroof and wireless charger etc. since my family is very happy with the car, we decided to take the plunge once again",Wireless Charging,8,0.999999995649511,Wireless Charging,19,sttm_42
"Ultimate design, ultimate feature, comfortable seats and price",Comfort,8,0.9875331266703905,Wireless Charging,19,sttm_42
> wireless charging was good to have and its a 10w fast charger so helps a lot.,Wireless Charging,8,0.9999922594959488,Wireless Charging,19,sttm_42
"The cladding around the sunroof (interior), stitching and finishing were altogether a little disappointing.",Sunroof,8,0.9985946333810738,Wireless Charging,19,sttm_42
"Amazing features including some first in class like 360° camera, ventilated seats.",Ventilated Seats,8,0.9999835184560532,Wireless Charging,19,sttm_42
"A lot of negatives than positives, but one thing the system is performing poorly.",Performance,8,0.9948238279100767,Wireless Charging,19,sttm_42
Rear disc brakes missing,Safety Features,8,0.999224514149798,Wireless Charging,19,sttm_42
I love its full sunroof,Sunroof,8,0.8454722533166342,Wireless Charging,19,sttm_42
Its seats are very comfortable and back seats are more comfortable.,Comfort,8,0.49499770593071496,Wireless Charging,19,sttm_42
"Its latest technology of led mood light, smart 8.0 hud and hd touchscreen.",Mood Lights,8,0.9999908921172926,Wireless Charging,19,sttm_42
"I don't care much about the sun roof, bose speakers or ventilated seats",Ventilated Seats,8,0.9999968219515687,Wireless Charging,19,sttm_42
The sound- mood lighting is indeed a gimmick,Mood Lights,8,0.9965801124827837,Wireless Charging,19,sttm_42
"Features that always surprises me is touchscreen systems with user friendly interface, wireless charging etc.",Wireless Charging,8,0.9999986603419677,Wireless Charging,19,sttm_42
"I am not worried about the lack of wireless charging, but the pad getting warm, worries me a bit...",Wireless Charging,8,0.9999987385172583,Wireless Charging,19,sttm_42
"Very comfortable car, It is very brilliant love you Alturas g4.",Comfort,8,0.8006112262541807,Wireless Charging,19,sttm_42
"Interiors are very good, the music system is excellent, cabin lights are very good giving pleasure like heaven.",Infotainment System,8,0.9995485268289884,Wireless Charging,19,sttm_42
It gets panoramic sunroof in top of the variant.,Sunroof,8,0.7091801652714775,Wireless Charging,19,sttm_42
"The 2019 version does adds some more features, esp the sunroof that kids love.",Sunroof,8,0.9975519971540505,Wireless Charging,19,sttm_42
The seats are really comfortable.,Comfort,8,0.4794130815730951,Wireless Charging,19,sttm_42
It has a panoramic sunroof I love this car,Sunroof,8,0.45917825440297544,Wireless Charging,19,sttm_42
The ventilated seats is a warmly accepted feature by the family.,Ventilated Seats,8,0.9999546191263258,Wireless Charging,19,sttm_42
The mood lighting feature is attractive.,Mood Lights,8,0.9625238970193005,Wireless Charging,19,sttm_42
No ventilated seats,Ventilated Seats,8,0.9093651629077131,Wireless Charging,19,sttm_42
Seats are comfortable.,Comfort,8,0.4794130815730951,Wireless Charging,19,sttm_42
"There were so many facilities like wireless charging, etc.",Wireless Charging,8,0.9999949396551825,Wireless Charging,19,sttm_42
The disc brakes do a great job,Safety Features,8,0.9977747250847756,Wireless Charging,19,sttm_42
The infotainment system is too primitive for my liking.,Infotainment System,8,0.4311441467493413,Wireless Charging,19,sttm_42
I personally love the ventilated seat dashboard view,Ventilated Seats,8,0.9999391338548274,Wireless Charging,19,sttm_42
With its latest facelift adding some more features like sunroof and wireless charging its just an icing on the cake.,Wireless Charging,8,0.9999998377157803,Wireless Charging,19,sttm_42
My favorite feature of the car is wireless charging,Wireless Charging,8,0.9978088495284931,Wireless Charging,19,sttm_42
"Features missing on gtx+ would be sunroof, 360 camera, ventilated seats, power seats are good to have, not must have.",Ventilated Seats,8,0.999999793325953,Wireless Charging,19,sttm_42
"Brakes, discs not confirmed for all variants yet.",Safety Features,8,0.9997051412333073,Wireless Charging,19,sttm_42
"It's disheartening because if a buyer is in love with dct and planning to buy then he has to loose whole lot of features like , no power sunroof, no ventilated seats etc.",Ventilated Seats,8,0.9999999999967183,Wireless Charging,19,sttm_42
The all black interiors make it pretty classy and the panoramic sunroof makes the cabin feel airy.,Sunroof,33,0.9998293208335709,Sunroof,32,sttm_42
It has classy interiors and a complete nuclear family car.,Family Car,33,0.5381733254742007,Sunroof,32,sttm_42
The car is very spacious and the panoramic sunroof makes it feel even more spacious.,Sunroof,33,0.9998694460014869,Sunroof,32,sttm_42
There is one price range where the consumers have very few options.,Cost,33,0.9991666295680337,Sunroof,32,sttm_42
This is the most four-wheel 4x4 SUV in India ground clear is very good and good looking big interior boot space,Boot Space,33,0.9996224885458848,Sunroof,32,sttm_42
"Best car, long drive is very smoothly no harassment seating space long distance, the look is very nice complete family car interior very beautiful, best mileage, jeep compass completely wonderful car...",Family Car,33,0.9999999794138217,Sunroof,32,sttm_42
The interiors are quite refined and had a huge sunroof.,Sunroof,33,0.5954038564639285,Sunroof,32,sttm_42
